epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,468,0,32020365312,0.52717,0.8572,0.4811,0.91
1,936,0,64040730624,0.39608,0.8914,0.3614,1.68
2,1404,0,96061095936,0.34226,0.9039,0.3187,2.49
3,1872,0,128081461248,0.33056,0.9,0.3163,3.28
4,2340,0,160101826560,0.28156,0.911,0.2843,4.08
5,2808,0,192122191872,0.27566,0.9182,0.2687,4.84
6,3276,0,224142557184,0.25996,0.9207,0.2549,5.63
7,3744,0,256162922496,0.24531,0.9278,0.2407,6.41
8,4212,0,288183287808,0.24308,0.9255,0.2401,7.22
9,4680,0,320203653120,0.22574,0.9338,0.2238,8.02
10,5148,0,352224018432,0.21607,0.936,0.2075,8.79
11,5616,0,384244383744,0.20242,0.9398,0.1976,9.57
12,6084,0,416264749056,0.19115,0.9404,0.1923,10.38
13,6552,0,448285114368,0.19031,0.9387,0.1968,11.16
14,7020,0,480305479680,0.17313,0.9441,0.1808,11.97
15,7488,0,512325844992,0.16419,0.9455,0.1734,12.77
16,7956,0,544346210304,0.16649,0.9477,0.1728,13.54
17,8424,0,576366575616,0.15475,0.9496,0.1652,14.32
18,8892,0,608386940928,0.14523,0.945,0.1654,15.13
19,9360,468,751313092608,0.16036,0.9584,0.1476,15.92
