step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29346496512000,2.62976,2.51591,33.88
500,50,44197478400000,2.49465,2.46533,64.55
750,50,59048460288000,2.46039,2.44353,95.22
1000,100,88394956800000,2.37898,2.32024,129.01
1250,100,103245938688000,2.27529,2.19933,159.51
1500,100,118096920576000,2.16948,2.10399,190.12
1750,150,147443417088000,2.06412,2.01261,222.55
2000,150,162294398976000,1.96143,1.9574,254.51
2250,150,177145380864000,1.89324,1.91077,285.5
2500,151,192286273044480,1.84265,1.88154,316.38
2750,200,221342859264000,1.78468,1.83308,350.07
3000,200,236193841152000,1.75759,1.82437,380.71
3250,200,251044823040000,1.73728,1.80232,411.31
3500,250,280391319552000,1.70981,1.78137,442.9
3750,250,295242301440000,1.6937,1.77402,473.52
4000,250,310093283328000,1.68156,1.75791,505.49
4250,300,339439779840000,1.66379,1.74667,539.19
4500,300,354290761728000,1.65486,1.73956,571.12
4750,300,369141743616000,1.64568,1.73822,601.62
5000,302,384572546088960,1.63986,1.72841,633.63
5250,350,413339222016000,1.76678,1.69185,665.99
5500,350,428190203904000,1.7173,1.65983,696.62
5750,350,443041185792000,1.69391,1.64314,727.72
6000,400,472387682304000,1.66551,1.62183,761.48
6250,400,487238664192000,1.65121,1.61255,792.13
6500,400,502089646080000,1.64581,1.60018,822.75
6750,450,531436142592000,1.62989,1.5898,855.12
7000,450,546287124480000,1.62061,1.58233,880.2
7250,450,561138106368000,1.6156,1.57843,904.84
7500,453,576858819133440,1.61167,1.57482,930.79
7750,500,605335584768000,1.60359,1.56919,957.13
8000,500,620186566656000,1.60085,1.56602,981.6
8250,500,635037548544000,1.59931,1.56464,1006.2
8500,550,664384045056000,1.59467,1.56102,1032.53
8750,550,679235026944000,1.593,1.5606,1057.19
9000,550,694086008832000,1.59273,1.55939,1081.77
9250,600,723432505344000,1.58991,1.55886,1108.13
9500,600,738283487232000,1.59152,1.55852,1132.71
9750,600,753134469120000,1.59243,1.55824,1158.62
10000,604,769145092177920,1.59275,1.55821,1183.32
