step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,250,87328555008000,2.52909,2.45752,24.34
500,500,174657110016000,2.23053,2.13946,48.52
750,750,261985665024000,1.94053,1.92904,73.98
1000,1000,349314220032000,1.74917,1.78415,98.16
1250,1250,436642775040000,1.62703,1.70768,122.35
1500,1500,523971330048000,1.54448,1.64805,146.52
1750,1750,611299885056000,1.48296,1.5939,170.7
2000,2000,698628440064000,1.42992,1.56876,194.88
2250,2250,785956995072000,1.39327,1.54135,219.06
2500,2500,873285550080000,1.36047,1.52132,243.46
2750,2750,960614105088000,1.33251,1.50134,268.78
3000,3000,1047942660096000,1.30826,1.49931,292.95
3250,3250,1135271215104000,1.28618,1.48593,317.06
3500,3500,1222599770112000,1.26273,1.47752,349.94
3750,3750,1309928325120000,1.24577,1.47687,385.23
4000,4000,1397256880128000,1.2284,1.47656,418.81
4250,4250,1484585435136000,1.20829,1.47476,452.97
4500,4500,1571913990144000,1.19533,1.47363,487.91
4750,4750,1659242545152000,1.18004,1.47967,521.66
5000,5000,1746571100160000,1.16671,1.47614,554.58
5250,5250,1833899655168000,1.36139,1.3597,587.64
5500,5500,1921228210176000,1.29108,1.32189,622.01
5750,5750,2008556765184000,1.25972,1.30826,654.95
6000,6000,2095885320192000,1.2321,1.29358,688.01
6250,6250,2183213875200000,1.21552,1.2829,721.1
6500,6500,2270542430208000,1.20606,1.26984,759.09
6750,6750,2357870985216000,1.19116,1.26452,798.69
7000,7000,2445199540224000,1.18322,1.25871,836.37
7250,7250,2532528095232000,1.17623,1.25414,869.26
7500,7500,2619856650240000,1.17009,1.25148,902.26
7750,7750,2707185205248000,1.16168,1.24924,935.33
8000,8000,2794513760256000,1.15909,1.24571,968.3
8250,8250,2881842315264000,1.15538,1.24389,1001.45
8500,8500,2969170870272000,1.152,1.24191,1034.58
8750,8750,3056499425280000,1.15023,1.24112,1067.55
9000,9000,3143827980288000,1.14871,1.24007,1101.91
9250,9250,3231156535296000,1.14693,1.23955,1134.95
9500,9500,3318485090304000,1.14657,1.23901,1167.91
9750,9750,3405813645312000,1.14738,1.2387,1200.96
10000,10000,3493142200320000,1.14767,1.23877,1234.02
