step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,100,43691016192000,2.5539,2.46842,9.0
500,205,88831583846400,2.35684,2.31743,17.99
750,350,145568563200000,2.14061,2.08388,28.08
1000,460,192158682316800,1.98288,1.97673,37.22
1250,600,247446110208000,1.85644,1.88411,47.19
1500,715,295485780787200,1.76421,1.82361,56.47
1750,850,349323657216000,1.69086,1.75306,66.3
2000,970,398812879257600,1.63306,1.7249,75.72
2250,1100,451201204224000,1.59362,1.68513,85.4
2500,1225,502139977728000,1.56136,1.66971,94.94
2750,1350,553078751232000,1.53462,1.63743,104.49
3000,1480,605467076198400,1.51458,1.62955,114.17
3250,1600,654956298240000,1.49921,1.61654,123.58
3500,1735,708794174668800,1.48342,1.60832,133.4
3750,1850,756833845248000,1.47556,1.60297,142.68
4000,1990,812121273139200,1.46845,1.59567,152.65
4250,2100,858711392256000,1.45807,1.5932,161.8
4500,2245,915448371609600,1.45878,1.59197,171.89
4750,2350,960588939264000,1.45819,1.59122,180.9
5000,2500,1018775470080000,1.45771,1.59148,191.13
