step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29346496512000,2.634,2.52218,18.13
500,50,44197478400000,2.49733,2.46964,34.46
750,50,59048460288000,2.46272,2.44775,50.79
1000,100,88394956800000,2.40134,2.35812,68.68
1250,100,103245938688000,2.33063,2.26408,85.01
1500,100,118096920576000,2.2199,2.14691,101.34
1750,150,147443417088000,2.08042,2.03073,119.26
2000,150,162294398976000,1.96567,1.95741,135.6
2250,150,177145380864000,1.88756,1.9025,151.93
2500,151,192286273044480,1.83355,1.86946,168.28
2750,200,221342859264000,1.7809,1.83251,186.15
3000,200,236193841152000,1.74613,1.81453,202.47
3250,200,251044823040000,1.72302,1.7907,218.8
3500,250,280391319552000,1.69397,1.77602,236.69
3750,250,295242301440000,1.68093,1.75789,253.02
4000,250,310093283328000,1.66754,1.7453,265.66
4250,300,339439779840000,1.65509,1.7336,283.54
4500,300,354290761728000,1.63667,1.72614,301.23
4750,300,369141743616000,1.62936,1.71812,318.83
5000,302,384572546088960,1.62473,1.71407,336.56
5250,350,413339222016000,1.74911,1.67004,354.37
5500,350,428190203904000,1.70036,1.6371,372.03
5750,350,443041185792000,1.67479,1.61882,388.38
6000,400,472387682304000,1.65187,1.59942,406.28
6250,400,487238664192000,1.64154,1.58791,423.93
6500,400,502089646080000,1.62893,1.57748,440.27
6750,450,531436142592000,1.61809,1.57207,458.17
7000,450,546287124480000,1.60983,1.56603,474.52
7250,450,561138106368000,1.60339,1.5594,490.86
7500,453,576858819133440,1.59759,1.55734,507.29
7750,500,605335584768000,1.59102,1.55261,525.09
8000,500,620186566656000,1.59431,1.5504,542.76
8250,500,635037548544000,1.58927,1.54759,559.1
8500,550,664384045056000,1.58679,1.54591,576.99
8750,550,679235026944000,1.58341,1.54422,593.34
9000,550,694086008832000,1.58335,1.54321,609.7
9250,600,723432505344000,1.58161,1.54333,627.63
9500,600,738283487232000,1.58244,1.54317,644.05
9750,600,753134469120000,1.58246,1.54281,660.49
10000,604,769145092177920,1.58025,1.54278,678.35
