step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14797504512000,2.6247,2.51977,6.3
500,0,29595009024000,2.49517,2.47782,12.44
750,0,44392513536000,2.46616,2.45567,18.59
1000,0,59190018048000,2.44146,2.4248,24.73
1250,0,73987522560000,2.35065,2.2268,30.89
1500,0,88785027072000,2.11681,2.03624,37.04
1750,0,103582531584000,2.00198,1.94563,43.2
2000,0,118380036096000,1.94171,1.90395,49.35
2250,0,133177540608000,1.89688,1.87068,55.53
2500,0,147975045120000,1.86959,1.84973,61.71
2750,0,162772549632000,1.85326,1.83486,67.87
3000,0,177570054144000,1.83187,1.82466,74.03
3250,0,192367558656000,1.81762,1.80886,80.2
3500,0,207165063168000,1.79777,1.81095,86.37
3750,0,221962567680000,1.78205,1.80261,92.53
4000,0,236760072192000,1.76325,1.80232,98.69
4250,0,251557576704000,1.74831,1.79716,104.85
4500,0,266355081216000,1.73167,1.79578,111.03
4750,0,281152585728000,1.72385,1.79399,117.19
5000,0,295950090240000,1.71714,1.79029,123.37
5250,0,310747594752000,1.70977,1.78674,129.53
5500,0,325545099264000,2.24256,2.07995,135.71
5750,0,340342603776000,1.91975,1.82942,141.89
6000,0,355140108288000,1.81935,1.75281,148.05
6250,0,369937612800000,1.76831,1.70219,154.23
6500,0,384735117312000,1.73416,1.67253,160.4
6750,0,399532621824000,1.71032,1.65111,166.58
7000,0,414330126336000,1.68834,1.62996,172.74
7250,0,429127630848000,1.67327,1.61801,178.9
7500,0,443925135360000,1.66444,1.61137,185.09
7750,0,458722639872000,1.65989,1.60043,191.25
8000,0,473520144384000,1.65147,1.59474,197.43
8250,0,488317648896000,1.63719,1.59302,203.59
8500,0,503115153408000,1.63886,1.58852,209.75
8750,0,517912657920000,1.63308,1.58526,215.9
9000,0,532710162432000,1.63138,1.58396,222.06
9250,0,547507666944000,1.62561,1.58218,228.23
9500,0,562305171456000,1.62754,1.58171,234.39
9750,0,577102675968000,1.62311,1.58147,240.55
10000,0,591900180480000,1.62092,1.58157,246.7
