epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,150,107214274560,1.65556,0.4424,1.5752,0.79
1,780,350,241272094720,1.5183,0.4802,1.4569,1.45
2,1170,550,375329914880,1.42841,0.4935,1.4115,2.13
3,1560,750,509387735040,1.36209,0.5095,1.3896,2.8
4,1950,950,643445555200,1.30044,0.5223,1.3528,3.49
5,2340,1150,777503375360,1.23806,0.5222,1.3723,4.22
6,2730,1350,911561195520,1.21522,0.5184,1.3626,4.89
7,3120,1550,1045619015680,1.14227,0.5265,1.3717,5.56
8,3510,1745,1176992481280,1.09045,0.5218,1.3723,6.23
9,3900,1939,1307829075968,1.03771,0.5297,1.3671,6.91
10,4290,2133,1438665670656,0.99869,0.5338,1.4071,7.64
11,4680,2327,1569502265344,0.94423,0.5146,1.4608,8.35
12,5070,2521,1700338860032,0.90308,0.5289,1.4147,9.01
13,5460,2715,1831175454720,0.86812,0.5303,1.4666,9.68
14,5850,2909,1962012049408,0.81303,0.5344,1.4833,10.38
15,6240,3103,2092848644096,0.76207,0.5459,1.4916,11.07
16,6630,3300,2225295851520,0.73346,0.5423,1.509,11.78
17,7020,3500,2359353671680,0.69589,0.5435,1.5474,12.45
18,7410,3700,2493411491840,0.65257,0.5423,1.6228,13.12
19,7800,3900,2627469312000,0.62378,0.5414,1.6042,13.78
20,8190,4100,2761527132160,0.59978,0.5365,1.6977,14.49
21,8580,4300,2895584952320,0.56638,0.5417,1.7258,15.15
22,8970,4500,3029642772480,0.53983,0.5376,1.8365,15.86
23,9360,4700,3163700592640,0.51159,0.5377,1.8179,16.58
24,9750,4898,3296684670976,0.48235,0.5317,1.994,17.27
25,10140,5092,3427521265664,0.45195,0.5341,2.1031,17.94
26,10530,5286,3558357860352,0.44305,0.53,2.1237,18.6
27,10920,5480,3689194455040,0.41436,0.5436,2.2111,19.3
28,11310,5674,3820031049728,0.38016,0.5273,2.2244,19.99
29,11700,5868,3950867644416,0.36053,0.5266,2.2563,20.66
