epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,150,107214274560,1.65466,0.4397,1.5642,0.78
1,780,350,241272094720,1.50204,0.4771,1.464,1.44
2,1170,550,375329914880,1.40885,0.4944,1.4205,2.12
3,1560,750,509387735040,1.37113,0.5124,1.3786,2.81
4,1950,950,643445555200,1.32242,0.5152,1.3677,3.5
5,2340,1150,777503375360,1.25599,0.5201,1.3567,4.23
6,2730,1350,911561195520,1.20062,0.5203,1.3393,4.9
7,3120,1550,1045619015680,1.14282,0.5198,1.366,5.54
8,3510,1745,1176992481280,1.09315,0.5253,1.3719,6.23
9,3900,1939,1307829075968,1.03645,0.5233,1.4173,6.9
10,4290,2133,1438665670656,1.01144,0.5343,1.3722,7.56
11,4680,2327,1569502265344,0.95195,0.5264,1.435,8.26
12,5070,2521,1700338860032,0.91741,0.5391,1.4721,8.96
13,5460,2715,1831175454720,0.85755,0.5365,1.4488,9.62
14,5850,2909,1962012049408,0.81775,0.536,1.5125,10.29
15,6240,3103,2092848644096,0.76301,0.5309,1.5316,10.95
16,6630,3300,2225295851520,0.72845,0.5432,1.4948,11.63
17,7020,3500,2359353671680,0.68556,0.5409,1.5633,12.32
18,7410,3700,2493411491840,0.67082,0.5452,1.5517,12.99
19,7800,3900,2627469312000,0.61338,0.5441,1.6391,13.7
20,8190,4100,2761527132160,0.58687,0.5409,1.6993,14.35
21,8580,4300,2895584952320,0.56463,0.5413,1.7256,15.07
22,8970,4500,3029642772480,0.52468,0.5349,1.8086,15.73
23,9360,4700,3163700592640,0.4842,0.5333,1.9881,16.4
24,9750,4898,3296684670976,0.46269,0.5332,1.9551,17.08
25,10140,5092,3427521265664,0.45985,0.5269,1.9664,17.75
26,10530,5286,3558357860352,0.42617,0.5273,2.1523,18.43
27,10920,5480,3689194455040,0.39803,0.5339,2.1564,19.12
28,11310,5674,3820031049728,0.36944,0.5355,2.24,19.84
29,11700,5868,3950867644416,0.35412,0.5266,2.238,20.5
